Date	User	Tweet	sentiment
2022-03-29 02:08:11+00:00	antaranews	"PPKM di luar Jawa-Bali diperpanjang dari 29 Maret hingga 14 April 2022! 
#PPKM 

https://t.co/s84npD95YR"	1
2022-03-29 00:55:55+00:00	RunningTextID	"PPKM LUAR JAWA BALI DIPERPANJANG SAMPAI 11 APRIL
#PPKM #LUARJAWABALI #NASIONAL"	1
2022-03-28 15:11:00+00:00	GTVID_News	"TPU Tanah Kusir, Jakarta Selatan, ramai didatangi peziarah karena memanfaatkan aturan pelonggaran PPKM Level 2. KSC

#GTVNews #BuletiniNewsSiang #Tradisi #Ziarah #TPU #Makam #BulanPuasa #Ramadhan #TPUTanahKusir #JakartaSelatan #PPKM https://t.co/ffJoSVHAK0"	1
2022-03-28 14:22:09+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/RuCpnqtJVq	1
2022-03-28 02:39:57+00:00	KUKMPDKIJKT	"Halo Warga Jakarta...
Kini hadir promo mingguan #PPKMpasarjaya bagi masyarakat DKI Jakarta dengan Harga Produk Murah.

Berikut promo #PPKM yang tersedia di Gerai #JakGrosir #Jakmart &amp; #MiniDC Perumda Pasar Jaya yang tersebar di @DKIJakarta !
@aniesbaswedan @ArizaPatria https://t.co/9Zi9SxgPOD"	1
2022-03-27 13:56:58+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/U3KgU8Dj20	1
2022-03-26 14:17:51+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/59nAH4RGaG	1
2022-03-26 11:58:58+00:00	HeraldSulsel	Rakor Evaluasi PPKM Luar Jawa-Bali, Andi Sudirman: Kondisi Covid-19 Sulsel Sudah Melandai #AndiSudirman #PPKM https://t.co/XencewbI8n	1
2022-03-26 11:58:57+00:00	heraldindo	Rakor Evaluasi PPKM Luar Jawa-Bali, Andi Sudirman: Kondisi Covid-19 Sulsel Sudah Melandai #AndiSudirman #PPKM https://t.co/32WIsanCZG	1
2022-03-26 09:20:40+00:00	murianewscom	"PPKM Turun Level, Bupati Pati Belum Berani Gelar PTM 100 Persen

Selengkapnya Klik Tautan Berikut ini
#Pati #PPKM #Bupati #PTM #Sekolah
 https://t.co/g8AN9KiKeN"	1
2022-03-26 04:51:44+00:00	CendekiaDelapan	"Karena stimulasi untuk #anakberkebutuhankhusus tidak optimal jika dilakukan secara online.
. 
Untuk memenuhi kebutuhan tersebut, #RumahCendekia8 tetap beroperasi sesuai aturan #ppkm dgn menjaga protokol kesehatan dan seluruh staff sudah #divaksinasi 🤗"	2
2022-03-25 15:19:44+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3, 2 dan 1 di #PikoData https://t.co/QXoUvxlf9h	1
2022-03-25 10:13:26+00:00	AnantaElvano	Hadir Kembali Boss!! MEGA WIN Dari https://t.co/3ge7hBt18k Jackpot Jutaan Rupiah Serta Kemenangan Extra Menanti Anda . Salam WD!! WA: +62 852-3617-8361 #bandarq #poker #bdqq #aduq #ceme #JAKARTA #KoinpelangiQQ #koinpelangi88 #PPKM #Dada #Jeha #rumini #Narkoboy https://t.co/nvi77xWTeJ	0
2022-03-25 08:41:06+00:00	indrajatimcom	"Wali Kota Surabaya Eri Cahyadi meminta pelayanan publik disempurnakan menyusul Kota Pahlawan, Jawa Timur, masuk Level 1 dalam pemberlakuan pembatasan kegiatan masyarakat (PPKM).
#PPKM #EriCahyadi #Indrajatim
https://t.co/Jr4C9TbOSl"	1
2022-03-25 07:20:45+00:00	lensaRTV	"#SahabatRTV, pemberlakuan PPKM di Jawa-Bali dilanjutkan untuk periode 22 Maret-4 April 2022. Pada periode ini, sudah tidak ada kabupaten/kota yang ada di level 4. Sementara itu seluruh wilayah DKI Jakarta masuk level 2. 

#ppkm #jawa #bali #ppkmjawabali #aturanppkm #jakarta https://t.co/IkK7JzMUk7"	1
2022-03-25 00:00:02+00:00	matamilenialID	"Meski Pelonggaran Ditetapkan, Lebaran Tetap Terapkan PPKM Level I

Baca selengkapnya disini 
https://t.co/8MbiZJtw4s

#mataindonesia #pelonggaran #ppkm #lebaran #ppkmlevelsatu"	1
2022-03-24 14:40:25+00:00	radarmasnetwork	Kota Magelang Turun ke Level 3 PPKM #JawaTengah #Magelang #PPKM #PPKMLevel3 https://t.co/7DceRXsX8u	1
2022-03-24 14:22:30+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3, 2 &amp; 1 di #PikoData https://t.co/FdtH0nXQog	1
2022-03-24 02:28:42+00:00	DenpasarKota	"“Sanksi ini diberikan agar mereka tidak melanggar lagi,” katanya.

Mengingat masih ada kasus penularan covid 19 pihaknya, maka penertiban akan terus digencarkan di semua objek yang sering menimbulkan kerumunan yang ada di Kota Denpasar.
#denpasarkota #satpolpp #yustisi #ppkm"	1
2022-03-24 01:37:27+00:00	AjahArwana	"Ibu dosen nya tetap semangat mengajar meskipun mahasiswa nya hanya 3 orang..

semoga #ppkm di Jepang cepat berlalu..😄😄 https://t.co/pVNP1DvSyr"	1
2022-03-24 00:00:00+00:00	_infoindonesia	"Tetap Waspada Meski Level Satu

https://t.co/S57BZfIpb0

#ppkm #covid19 #jatim #infoindonesia"	1
2022-03-23 23:15:45+00:00	mitrafmpwt	"Hayolohhhhhhhhh... seneng kannnn??

#covid19
#Corona
#PCR
#PPKM
#Radio
#RadioPurwokerto https://t.co/sy2EDvgDdC"	0
2022-03-23 17:55:29+00:00	InfokomPMK	"Lalu, bagaimana dengan peraturan PTM di PPKM kali ini? Yuk, simak kelanjutannya di infografis berikut.

#PPKM #PelaksanaanPTM https://t.co/THS7AhKvou"	1
2022-03-23 14:12:39+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3 dan 2 di #PikoData https://t.co/6d9qE809lD	1
2022-03-23 10:29:52+00:00	895jizfm	"Thank You teman-teman dari #saganheritagehotel udah mampir ngobrol-ngobrol bareng @felisenyum tentang promo #PPKM ""Paket Buka Puasa Kenyang Meriah""~ https://t.co/ghBO6yPTb3"	0
2022-03-23 05:34:21+00:00	uppkjtim	"Saat ini DKI Jakarta memasuki Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 2, terhitung 22 Maret - 1 April 2022. 

#Repost @DKIJakarta

#ppkm #ppkmlevel2 #JagaJakarta
#JakartaTanggapCorona
#HadapiBersama #VaksinDulu
#Pandemibelumusai
#jakartabangkit
#jakartakotakita https://t.co/N6i21Izvt4"	1
2022-03-23 03:30:07+00:00	radarmasnetwork	PTM SD Masih 50 Persen PPKM Banyumas Turun Level #PembelajaranTatapMuka #PPKM #Purwokerto https://t.co/rZIyVYVMIG	1
2022-03-23 03:01:11+00:00	trans7club	"Dalam perpanjangan PPKM kali ini, pemerintah mengizinkan sejumlah tempat publik seperti bioskop, tempat ibadah, mall, dan tempat lainnya di wilayah PPKM level 1 beroperasi 100 persen.
Selengkapnya Klik https://t.co/LbphXJsvFr

#Trans7update #Sobat7jaditau #PPKM https://t.co/MDQagDMzZ2"	1
2022-03-22 17:25:29+00:00	ViantAntony	Ruwet Ruwet Ruwet inilah Negeri RuwetNesia. Hebatnya Virus itu adalah dia tau Ramadhan akn datang meraka akn meperbanyak bhkn #PPKM kemungkinan di perpanjang. Yakan pak @KemenkesRI ??? https://t.co/m0wm0fkHUW	0
2022-03-22 17:10:09+00:00	ViantAntony	Ye ampun mbh anda seorang Wapres loh.&amp;Gelar anda seorang kiyai @Kiyai_MarufAmin Knp anda terus membebani rakyatnya dengan cara2 licik sperti ini.N Hebatnya Virus ini,Dia tau bentar lagi Ramadan akan Tiba. N mereka para Virus2 bersiap diri untuk memperbanyak. #PPKM https://t.co/oPkjL2oNmW	2
2022-03-22 15:23:09+00:00	LaNyallaMM1	"Saya berharap pelonggaran aktivitas bukan hanya untuk menggenjot perekonomian. Tetapi juga dimanfaatkan sektor pendidikan untuk meningkatkan Sumber Daya Manusia yang sedikit mundur karena pandemi.

@JatimPemprov

#LaNyalla #ketuadpdri #dpdri #daridaerahuntukindonesia #ppkm"	1
2022-03-22 15:22:23+00:00	LaNyallaMM1	"Saya menyambut positif kebijakan Pemerintah Provinsi Jawa Timur yang melonggarkan pembatasan kegiatan masyarakat. 

@JatimPemprov

#LaNyalla #ketuadpdri #dpdri #daridaerahuntukindonesia #ppkm #pendidikan #pembelajarantatapmuka #pemprovjatim #jawatimur #jatim #beranibangkit https://t.co/l6cOJkwlHN"	1
2022-03-22 15:16:08+00:00	Indonesia_Expat	"PPKM has been extended for Java and Bali again, how are restrictions being enforced in your area?

#ppkm #extended #java #bali 

https://t.co/0azDOqGfsK"	1
2022-03-22 15:00:02+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/r0oVE2ni3s	1
2022-03-22 14:40:03+00:00	jpnncom	Pemerintah Kota Yogyakarta tetap akan menerapkan penegakan protokol kesehatan meskipun sudah berstatus PPKM level 3. Harus zona hijau sebelum Ramadan. #ppkm https://t.co/xBd8USAFuN	1
2022-03-22 13:55:03+00:00	jpnncom	Beberapa aturan tentang kegiatan ini langsung direvisi setelah DIY resmi berstatus PPKM level 3. Apa saja? #ppkm https://t.co/e1mlSjpyUO	1
2022-03-22 13:10:19+00:00	mtaufikmJKT48	Mulaik kumat lagi. 😀 #ppkm https://t.co/MNDSPHJU69	2
2022-03-22 11:05:32+00:00	koranjakarta_id	"PPKM Diperpanjang! Ini Daftar Terbaru Status Wilayah PPKM Jawa-Bali #koranjakarta #nasional #ppkmlevel2 #jawabali #ppkm 

https://t.co/8pC4E8JZpw"	1
2022-03-22 10:49:45+00:00	DKIJakarta	"Teman-teman, tetap disiplin protokol kesehatan 6M di mana pun, kapan pun. 

Jaga selalu imunitas dengan mengonsumsi makanan bergizi seimbang, rutin berolahraga, tidur cukup, menghindari stres, dan #vaksindulu bagi yang belum. 

#ppkm #ppkmlevel2 #JagaJakarta
#jakartabangkit"	1
2022-03-22 10:49:45+00:00	DKIJakarta	"Saat ini DKI Jakarta memasuki Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 2, terhitung 22 Maret - 1 April 2022. 

#ppkm #ppkmlevel2 #JagaJakarta
#JakartaTanggapCorona
#HadapiBersama #VaksinDulu
#Pandemibelumusai
#jakartabangkit
#jakartakotakita https://t.co/qRkTXalQh1"	1
2022-03-22 09:30:39+00:00	antaranews	"Ahmad Riza Patria mengungkapkan status PPKM di Ibu Kota berpeluang turun menjadi level satu karena kasus COVID-19 mulai terkendali. #PPKM 

https://t.co/mJeP8Q2xKO"	1
2022-03-22 09:13:02+00:00	hendras79127758	"Kota Semarang Masuk  PPKM Level 2, Hendi Minta Warga untuk Segera Vaksinasi Booster

#vaksin 
#PPKM
#boster

@suaramerdeka
@hendrarprihadi
@PemkotSmg

https://t.co/8gGKfgPur8"	1
2022-03-22 08:50:16+00:00	fajaronline	Kondisi Semakin Membaik, PPKM Jawa-Bali Diperpanjang dan Tidak Ada Lagi Daerah Level 4 https://t.co/0D5VRpHbaY #daerah #Jawa-Bali #Pandemi #PPKM	1
2022-03-22 08:45:25+00:00	medianekita	"PPKM Wilayah 3 Cirebon, Kota Cirebon Satu-satunya Daerah dengan Level 3 
#PPKM #Cirebon
https://t.co/nNgjLN0Qat"	1
2022-03-22 08:38:05+00:00	indrajatimcom	"Menteri Dalam Negeri pada Selasa 22 Maret 2022 mengeluarkan Instruksi terkait perpanjangan PPKM wilayah Jawa dan Bali melalui Instruksi Menteri Dalam Negeri Nomor 18 Tahun 2022.
#PPKM #Indrajatim
https://t.co/qc3z4DfBHq"	1
2022-03-22 08:32:33+00:00	BROVEGAS4	"Pengeluaran result China hari ini :
Result : 5378
Shio : Ayam
Selamat kepada para pemenang

#jokernet88 #togelChina #ppkm"	1
2022-03-22 08:28:09+00:00	rmoljateng	"Turun #PPKM Level 2, Wali Kota #Semarang Minta Warga Segera Ikut Booster #klikRMOL 
https://t.co/7pSKZezMyD"	1
2022-03-22 08:16:14+00:00	murianewscom	"PPKM Diperpanjang, Jateng Nihil Level 4

Selengkapnya Klik Tautan Berikut ini
#Semarang #Daftar #PPKM #Daerah #Jateng
 https://t.co/X1CuNnVx3b"	1
2022-03-22 08:04:41+00:00	redaksisuma	"Melandainya kasus covid-19 di sejumlah daerah membuat pemerintah mencabut kebijakan PPKM level 4 di seluruh wilayah Indonesia.  

#ppkm #Pembatasankegiatan #COVID #sumaid 
https://t.co/i5vWr3Lyzo"	1
2022-03-22 07:43:24+00:00	PunditPintar	"Welcome PPKM bau bau naik level nih, gimana nih mang
#ppkm"	2
2022-03-22 07:30:34+00:00	PYI_Indonesia	"Sesungguhnya Allah tidak menciptakan kita, hambaNya ini, sebagai makhluk yang lemah lagi mudah berputus asa. Kita sebagai manusia diciptakan Allah sebagai khalifah atau pemimpin di dunia ini, dengan kondisi yang kuat dan tangguh.
#pantiyatimindonesia #pantiyatimzakat #ppkm #aang https://t.co/bTWYU4w4Oy"	2
2022-03-22 07:26:48+00:00	putrafarmayk	"Saran ide konten khusus bulan Ramadhan / Puasa 
drop dikolom komentar ya. . . 

#InisialD #Aang #PPKM #tempe"	1
2022-03-22 06:56:25+00:00	PJasatama	"Negara apa sih ini...ppkm mulu otaknya pejabat udah modar apa ya...minyak naik...kebutuhan naik usaha di pampet lagi...sebwnere maunya apa sihh asuuuu memangg
Ga lo ppkm aja kami kerepotan tambah lagi ppkm
#ppkm"	2
2022-03-22 06:25:27+00:00	ShodiqulAnwar	"Tanya dong, kmaren yang nonton #MotoGP di tanyain kartu vaksin sama hasil swab gak?
#PPKM"	1
2022-03-22 06:17:42+00:00	kabarsleman	"Selalu lakukan CITA MAS JAJAR (Cuci Tangan, Pakai Masker, Jaga Jarak) serta kurangi mobilitas dan hindari kerumunan.

Maturnuwun 🙏🏻☺️

@kemendagri 
@humas_jogja 
@HumasSleman 
@kominfodiy 
@kominfo_sleman 
@mc_sleman 

#PPKM
#PPKMSleman
#Sleman"	1
2022-03-22 06:14:31+00:00	khoiriak	"Film bagus nih karya habaib. Tonton dah.

#mk #selasa #tempe #bareskrim #ppkm

https://t.co/6PHiOPA9e5"	0
2022-03-22 06:00:48+00:00	HeruDybala	"Aturan PPKM itu tidak jelas kalo kita tidak melawan makin tidak jelas kebijakan-kebijakan pemerintah

#PPKM"	2
2022-03-22 05:29:10+00:00	nazilmohammadd	"PPKM Jawa Bali diperpanjang sampai 4 April 2022 lur

#PPKM
#Jawa
#Bali
https://t.co/5fEe7gWmHD"	1
2022-03-22 05:19:49+00:00	PinggirTembok	"PPKM Diperpanjang, Tidak Ada Daerah Yang Berstatus Level 4

#ppkm https://t.co/CcTOWy3ryy"	1
2022-03-22 05:18:33+00:00	aditya20519717	#PPKM udh ga musim.. yg msih ngikut brarti bru kluar goa😂	2
2022-03-22 05:05:25+00:00	srlnd_	HAHAHA MotoGP kelar langsung #ppkm gedeg bgt	2
2022-03-22 04:58:23+00:00	CendekiaDelapan	Untuk cek tumbuh kembang anak, Therapy ABK dan mengikuti #ppkm #abk @CendekiaDelapan terlebih dahulu dilakukan assessment untuk mengetahui diagnosa dan kebutuhan anak yang disesuaikan dengan program therapy agar dapat membantu anak mencapai tahap perkembangan yang optimal 😉 https://t.co/AJCZZt6InQ	1
2022-03-22 04:58:15+00:00	Mecgregor1	Habis bersenang senang,kalian tetap kan #ppkm ada masalah apa kalian dengan bulan puasa sampai idulfitri https://t.co/xfQDuMSVre	1
2022-03-22 04:56:38+00:00	FianAhmad2292	"PPKM bisa jadi akan melanda lagi, jangan sampai stress dan depresi ya, perlu belajar kayaknya #ppkm
https://t.co/ihltggUF6v"	2
2022-03-22 04:55:41+00:00	rizkyriawann	"https://t.co/v3qNhHTZ3H

Karena #PPKM sudah akan dilonggarkan, mari yang ingin berwirausaha simak info berikut ini🙏"	1
2022-03-22 04:53:00+00:00	batikpk	"Hasil pasaran CAMBODIA hari ini adalah :
Result : 2345
Shio : Kuda
Selamat untuk pemenang...!!!

#Batikpoker #ResultCambodia #PPKM"	1
2022-03-22 04:26:56+00:00	murianewscom	"Jelang Ramadan, Pemerintah Kembali Perpanjang PPKM Selama Dua Pekan

Selengkapnya Klik Tautan Berikut ini
#Jakarta #Pemerintah #PPKM #Jawa #Bali
 https://t.co/y3pmX4urS7"	1
2022-03-22 04:24:02+00:00	golaliid	"Ini Level PPKM di Jabar dua pekan mendatang 

https://t.co/uOkFHzRCP7

#golalidotid #golaliid #PPKM #ikatancinta Purwokerto Tempe"	1
2022-03-22 04:20:07+00:00	NSulteng	"NEWS UPDATE: Pesawat Boeing 737 Jatuh di Pegunungan

https://t.co/6fQAq9iYZ7
#anaknya #RobotTomorrow #tempe #ppkm #IndonesianGP"	1
2022-03-22 04:06:09+00:00	detik_jabar	"Siapa yang punya usaha kuliner tapi belum punya foto bagus? Nih ada jasa foto produk kuliner gratis. Simak di sini ya. 

#gratis #PPKM #difotoinbch 

https://t.co/p8nyHRCKyG"	1
2022-03-22 03:57:55+00:00	adhisunendar	"Lord mulai mewarnai peta
😂😂

Jangan tanya lord siapa?

#ppkm https://t.co/KT2wt61kth"	2
2022-03-22 03:54:26+00:00	pahitnya_kopi	"Nggak perlu berusaha melupakan...
Karna kenangan cuma caranya sendiri untuk menghilang...
#ppkm"	2
2022-03-22 03:31:55+00:00	RunningTextID	"PPKM JABODETABEK LEVEL 2, BANDUNG RAYA LEVEL 3
#PPKM #JABODETABEK #BANDUNG #NASIONAL"	1
2022-03-22 03:31:31+00:00	RunningTextID	"PEMERINTAH PERPANJANG PPKM JAWA BALI SAMPAI 4 APRIL 2022
#PPKM #NASIONAL"	1
2022-03-22 03:21:32+00:00	Hasnala23	"Sudah di duga... pantesan ayang ngajak mudik weekend 😂

#Indonesia 
#ppkm https://t.co/A5E0mRRMgl"	1
2022-03-22 03:15:26+00:00	Rakyatpantura	"Mereka bermain main dengan emosi rakyatnya . PPKM
#PPKM"	2
2022-03-22 03:07:22+00:00	ImamWijoyo	5. QUIET TIME - Nah, kl ini bisa dilakukan dimanapun, tanpa perlu bingung dg level #PPKM ya 😃... yg terpenting adalah meng-heningkan batin, refleksi,kontemplasi, kembali sinkronisasi diri kt kpd Sang Hidup... #quiettime ini bkn hanya recharge diri, jg renewing mind &amp; heart https://t.co/I0SnZQUtPT	0
2022-03-22 03:05:42+00:00	J007Prima	"Pemain belagak jadi penonton..
#ppkm https://t.co/mBORsjdmVH"	2
2022-03-22 02:57:28+00:00	asal_info	"Cek Samsung Galaxy M22 6/128 GB - Black dengan harga Rp2.771.100. Dapatkan di Shopee sekarang! https://t.co/FvigSE4Vcg

#ppkm #ShopeeID #ShopeePromo315 https://t.co/BkGrnaGi8I"	1
2022-03-22 02:40:54+00:00	cak_djaz	Apakah #ppkm mampu menunda pemilu #BIGBANGisBACK #IndonesianGP #RussianUkrainianWar https://t.co/MF8e283vm0	1
2022-03-22 02:40:31+00:00	nutellamelon_	Habis MotoGP terbitlah #PPKM https://t.co/ZJjJoO8WlI	1
2022-03-22 02:28:23+00:00	PemkotMalang	"#nawakngalam Seiring terus membaiknya indikator penanganan pandemi status PPKM Kota Malang turun ke Level 2 untuk periode 22 Maret s.d 4 April 2022.

Berikut tautan mengunduh ketentuan dimaksud :

https://t.co/bYLu6OhQMx

#PPKM
#Malang https://t.co/27BAKxVwLI"	1
2022-03-22 02:05:03+00:00	jpnncom	DIY kini resmi berstatus PPKM Level 3. Namun demikian, angka kematian di daerah ini masih terbilang cukup tinggi. #ppkm https://t.co/Q82kp8pKrV	1
2022-03-22 01:30:01+00:00	KontanNews	Jabodetabek Tetap Berada Dalam Status PPKM Level 2 https://t.co/ChF83xQWvE #PPKM	1
2022-03-21 14:04:34+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/jsCaZEhGQK	1
2022-03-21 08:00:00+00:00	IndonesiaBaikId	"Hai SohIB! Sekarang #PeduliLindungi bisa offline check-in lho, ga perlu koneksi internet. Namun sebelumnya pastikan dulu aplikasimu sudah versi terbaru ya. 

#IndonesiaBaik #YangMudaSukaData #EdukasiInformasi #Infografis  #PPKM #COVID19 #KominfoNewsroom @kemkominfo https://t.co/iB8XJOiDD0"	1
2022-03-21 01:13:04+00:00	Beritabaruco	PPKM Jawa-Bali Berakhir Pada Hari Ini https://t.co/8VFjlXbHLI #COVID19 #PPKM #PPKMJawaBali https://t.co/b51zOCIIUz	1
2022-03-20 14:09:53+00:00	pikobar_jabar	Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 3 dan 2 di #PikoData https://t.co/1QTX2M34T5	1
2022-03-20 07:44:26+00:00	beritacovid	#PPKM Jawa-Bali Berakhir Besok, Begini Kondisi Covid-19 Jakarta - Jakarta - https://t.co/SR1VMash4Z #Covid #Covid19 https://t.co/n2039y97to	1
2022-03-20 03:00:03+00:00	validnewsid	"Polrestabes Bandung masih menerapkan sistem ganjil genap di lima gerbang tol, meskipun Pemkot Bandung telah mencabut aturan penyekatan. Menurut Polrestabes, hal itu karena status Bandung masih PPKM Level 3. #PPKM #nasional #Validnews
https://t.co/hYEY167zQ7"	1
